OML UID,Entity / Source,Survey Type,Status,Assignee,Supplier UID,Neighborhood,Zone,Lat,Long,Surveyed by,Survey Date
LRC201,Lebanese Red Cross,MSNA,Unknown,,+pcoD,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC202,Lebanese Red Cross,MSNA,Unknown,,cIger,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC203,Lebanese Red Cross,MSNA,Unknown,,V3qKR,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC204,Lebanese Red Cross,MSNA,Unknown,,NbTJo,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC205,Lebanese Red Cross,MSNA,Unknown,,dsX60,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC206,Lebanese Red Cross,MSNA,Unknown,,pwGLC,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC207,Lebanese Red Cross,MSNA,Unknown,,/y+K+,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC208,Lebanese Red Cross,MSNA,Unknown,,SxT72,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC209,Lebanese Red Cross,MSNA,Unknown,,ED/Hv,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC210,Lebanese Red Cross,MSNA,Unknown,,XvoKi,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC211,Lebanese Red Cross,MSNA,Unknown,,B6z/i,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/4/2020
LRC212,Lebanese Red Cross,MSNA,Unknown,,x5isY,Mdaouar foncière,8,33.89926362,35.53198895,Concern,9/4/2020
LRC213,Lebanese Red Cross,MSNA,Unknown,,3Q73o,Mdaouar foncière,8,33.89926362,35.53198895,PCPM,9/4/2020
LRC214,Lebanese Red Cross,MSNA,Unknown,,VVKSy,Mdaouar foncière,8,33.89926362,35.53198895,PCPM,9/4/2020
LRC215,Lebanese Red Cross,MSNA,Unknown,,aKY1H,Mdaouar foncière,8,33.89926362,35.53198895,PCPM,9/4/2020
LRC216,Lebanese Red Cross,MSNA,Unknown,,YlQFu,Mdaouar foncière,8,33.89926362,35.53198895,PCPM,9/4/2020
LRC217,Lebanese Red Cross,MSNA,Unknown,,KgJSZ,Mdaouar foncière,8,33.89926362,35.53198895,LRC,9/3/2020
LRC218,Lebanese Red Cross,MSNA,Unknown,,6vNUX,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC219,Lebanese Red Cross,MSNA,Unknown,,7JpAI,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC220,Lebanese Red Cross,MSNA,Unknown,,y8Mzn,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC221,Lebanese Red Cross,MSNA,Unknown,,M/fVz,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC222,Lebanese Red Cross,MSNA,Unknown,,Wau/B,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC223,Lebanese Red Cross,MSNA,Unknown,,wcVnG,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC224,Lebanese Red Cross,MSNA,Unknown,,mHFJH,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC225,Lebanese Red Cross,MSNA,Unknown,,5xidw,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC226,Lebanese Red Cross,MSNA,Unknown,,3wi10,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC227,Lebanese Red Cross,MSNA,Unknown,,mqDdP,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC228,Lebanese Red Cross,MSNA,Unknown,,3voob,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC229,Lebanese Red Cross,MSNA,Unknown,,zFy0v,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC230,Lebanese Red Cross,MSNA,Unknown,,zYtwW,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC231,Lebanese Red Cross,MSNA,Unknown,,J+emE,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC232,Lebanese Red Cross,MSNA,Unknown,,uVN2V,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC233,Lebanese Red Cross,MSNA,Unknown,,Bzd4i,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC234,Lebanese Red Cross,MSNA,Unknown,,+cNxE,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC235,Lebanese Red Cross,MSNA,Unknown,,oE+4M,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/3/2020
LRC236,Lebanese Red Cross,MSNA,Unknown,,xKCAR,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/3/2020
LRC237,Lebanese Red Cross,MSNA,Unknown,,uvsVH,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/2/2020
LRC238,Lebanese Red Cross,MSNA,Unknown,,1bRkw,Mdaouar foncière,8,33.89926362,35.53198895,LRC,9/2/2020
LRC239,Lebanese Red Cross,MSNA,Unknown,,aBANz,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/2/2020
LRC240,Lebanese Red Cross,MSNA,Unknown,,5LV8b,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/2/2020
LRC241,Lebanese Red Cross,MSNA,Unknown,,Gctzm,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/2/2020
LRC242,Lebanese Red Cross,MSNA,Unknown,,H3M7e,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/2/2020
LRC243,Lebanese Red Cross,MSNA,Unknown,,OkV8h,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/2/2020
LRC244,Lebanese Red Cross,MSNA,Unknown,,FM2/t,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/2/2020
LRC245,Lebanese Red Cross,MSNA,Unknown,,1EN+U,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/2/2020
LRC246,Lebanese Red Cross,MSNA,Unknown,,C5Ywu,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC247,Lebanese Red Cross,MSNA,Unknown,,rcuS1,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC248,Lebanese Red Cross,MSNA,Unknown,,j5VQu,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC249,Lebanese Red Cross,MSNA,Unknown,,qtgtf,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC250,Lebanese Red Cross,MSNA,Unknown,,VeD8m,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC251,Lebanese Red Cross,MSNA,Unknown,,RlGFt,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC252,Lebanese Red Cross,MSNA,Unknown,,R1r+k,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC253,Lebanese Red Cross,MSNA,Unknown,,r9bMc,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC254,Lebanese Red Cross,MSNA,Unknown,,3XA50,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,9/1/2020
LRC255,Lebanese Red Cross,MSNA,Unknown,,0hX4D,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/1/2020
LRC256,Lebanese Red Cross,MSNA,Unknown,,dgTOJ,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/1/2020
LRC257,Lebanese Red Cross,MSNA,Unknown,,wWF1D,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/1/2020
LRC258,Lebanese Red Cross,MSNA,Unknown,,z+akr,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,9/1/2020
LRC259,Lebanese Red Cross,MSNA,Unknown,,FABRE,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,8/31/2020
LRC260,Lebanese Red Cross,MSNA,Unknown,,cWZbn,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,8/31/2020
LRC261,Lebanese Red Cross,MSNA,Unknown,,1Nq//,Mdaouar foncière,8,33.89926362,35.53198895,partner_other,8/31/2020
LRC262,Lebanese Red Cross,MSNA,Unknown,,TF72z,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,8/31/2020
LRC263,Lebanese Red Cross,MSNA,Unknown,,hW5dX,Mdaouar foncière,8,33.89926362,35.53198895,Save the Children,8/31/2020
LRC264,Lebanese Red Cross,MSNA,Unknown,,k7o2N,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/11/2020
LRC265,Lebanese Red Cross,MSNA,Unknown,,lyhVs,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/11/2020
LRC266,Lebanese Red Cross,MSNA,Unknown,,p0N8D,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/11/2020
LRC267,Lebanese Red Cross,MSNA,Unknown,,XcT2D,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/11/2020
LRC268,Lebanese Red Cross,MSNA,Unknown,,n7ZNf,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/11/2020
LRC269,Lebanese Red Cross,MSNA,Unknown,,uOh55,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/11/2020
LRC270,Lebanese Red Cross,MSNA,Unknown,,RUOTB,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC271,Lebanese Red Cross,MSNA,Unknown,,vkBr2,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC272,Lebanese Red Cross,MSNA,Unknown,,MZRmp,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC273,Lebanese Red Cross,MSNA,Unknown,,h5F5G,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC274,Lebanese Red Cross,MSNA,Unknown,,h+8OM,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC275,Lebanese Red Cross,MSNA,Unknown,,GoVXH,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC276,Lebanese Red Cross,MSNA,Unknown,,YFCOm,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC277,Lebanese Red Cross,MSNA,Unknown,,/V4yv,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC278,Lebanese Red Cross,MSNA,Unknown,,gEtv8,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC279,Lebanese Red Cross,MSNA,Unknown,,itTvc,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/10/2020
LRC280,Lebanese Red Cross,MSNA,Unknown,,V3/Ah,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/10/2020
LRC281,Lebanese Red Cross,MSNA,Unknown,,iZBMt,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/10/2020
LRC282,Lebanese Red Cross,MSNA,Unknown,,kfRES,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/10/2020
LRC283,Lebanese Red Cross,MSNA,Unknown,,yDlpl,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/10/2020
LRC284,Lebanese Red Cross,MSNA,Unknown,,wt8+X,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/10/2020
LRC285,Lebanese Red Cross,MSNA,Unknown,,F+jX8,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC286,Lebanese Red Cross,MSNA,Unknown,,6bj9m,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC287,Lebanese Red Cross,MSNA,Unknown,,EypWp,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC288,Lebanese Red Cross,MSNA,Unknown,,3uuLU,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/10/2020
LRC289,Lebanese Red Cross,MSNA,Unknown,,JxXdL,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/10/2020
LRC290,Lebanese Red Cross,MSNA,Unknown,,h9v1y,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/10/2020
LRC291,Lebanese Red Cross,MSNA,Unknown,,s1itX,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC292,Lebanese Red Cross,MSNA,Unknown,,5ZWr2,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC293,Lebanese Red Cross,MSNA,Unknown,,o/KUQ,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC294,Lebanese Red Cross,MSNA,Unknown,,xwIj7,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC295,Lebanese Red Cross,MSNA,Unknown,,VkevT,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC296,Lebanese Red Cross,MSNA,Unknown,,7DkzQ,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC297,Lebanese Red Cross,MSNA,Unknown,,DFdac,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC298,Lebanese Red Cross,MSNA,Unknown,,hoWw/,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC299,Lebanese Red Cross,MSNA,Unknown,,DKVP/,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC300,Lebanese Red Cross,MSNA,Unknown,,+bAL4,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC301,Lebanese Red Cross,MSNA,Unknown,,fWQ/z,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC302,Lebanese Red Cross,MSNA,Unknown,,pDIsB,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC303,Lebanese Red Cross,MSNA,Unknown,,0CXJ2,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC304,Lebanese Red Cross,MSNA,Unknown,,u8RzV,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC305,Lebanese Red Cross,MSNA,Unknown,,4SgTH,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC306,Lebanese Red Cross,MSNA,Unknown,,HWZzk,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/9/2020
LRC307,Lebanese Red Cross,MSNA,Unknown,,lCKPh,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC308,Lebanese Red Cross,MSNA,Unknown,,YCa1D,Mdaouar foncière,9,33.89671751,35.53531252,Unicef,9/9/2020
LRC309,Lebanese Red Cross,MSNA,Unknown,,TkSPC,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/9/2020
LRC310,Lebanese Red Cross,MSNA,Unknown,,B1mlN,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC311,Lebanese Red Cross,MSNA,Unknown,,GzNVI,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/9/2020
LRC312,Lebanese Red Cross,MSNA,Unknown,,7DhhZ,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC313,Lebanese Red Cross,MSNA,Unknown,,Yuyh1,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC314,Lebanese Red Cross,MSNA,Unknown,,U0aII,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/8/2020
LRC315,Lebanese Red Cross,MSNA,Unknown,,9Bq8e,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC316,Lebanese Red Cross,MSNA,Unknown,,qulvC,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC317,Lebanese Red Cross,MSNA,Unknown,,/SE1P,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/8/2020
LRC318,Lebanese Red Cross,MSNA,Unknown,,wBLK/,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC319,Lebanese Red Cross,MSNA,Unknown,,jEecv,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC320,Lebanese Red Cross,MSNA,Unknown,,UzCMe,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC321,Lebanese Red Cross,MSNA,Unknown,,0uOx7,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC322,Lebanese Red Cross,MSNA,Unknown,,kkaJA,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC323,Lebanese Red Cross,MSNA,Unknown,,WH9PI,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC324,Lebanese Red Cross,MSNA,Unknown,,6kALX,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/8/2020
LRC325,Lebanese Red Cross,MSNA,Unknown,,tesaG,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/8/2020
LRC326,Lebanese Red Cross,MSNA,Unknown,,z8ti/,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/8/2020
LRC327,Lebanese Red Cross,MSNA,Unknown,,tPy/q,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/8/2020
LRC328,Lebanese Red Cross,MSNA,Unknown,,6oe+0,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/8/2020
LRC329,Lebanese Red Cross,MSNA,Unknown,,E7tzA,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC330,Lebanese Red Cross,MSNA,Unknown,,PrQ45,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC331,Lebanese Red Cross,MSNA,Unknown,,g2q5r,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC332,Lebanese Red Cross,MSNA,Unknown,,nVa4c,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC333,Lebanese Red Cross,MSNA,Unknown,,t6QgR,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC334,Lebanese Red Cross,MSNA,Unknown,,wTIcs,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC335,Lebanese Red Cross,MSNA,Unknown,,bOprg,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC336,Lebanese Red Cross,MSNA,Unknown,,CBdsQ,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC337,Lebanese Red Cross,MSNA,Unknown,,UvTmY,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/7/2020
LRC338,Lebanese Red Cross,MSNA,Unknown,,IVh+r,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/7/2020
LRC339,Lebanese Red Cross,MSNA,Unknown,,imorJ,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/7/2020
LRC340,Lebanese Red Cross,MSNA,Unknown,,HnuOt,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC341,Lebanese Red Cross,MSNA,Unknown,,ESe+z,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC342,Lebanese Red Cross,MSNA,Unknown,,yRY+i,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC343,Lebanese Red Cross,MSNA,Unknown,,V24/Y,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC344,Lebanese Red Cross,MSNA,Unknown,,W/cYz,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC345,Lebanese Red Cross,MSNA,Unknown,,hUE6o,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC346,Lebanese Red Cross,MSNA,Unknown,,aRTfR,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/7/2020
LRC347,Lebanese Red Cross,MSNA,Unknown,,6XMS4,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/7/2020
LRC348,Lebanese Red Cross,MSNA,Unknown,,2HcOY,Mdaouar foncière,9,33.89671751,35.53531252,PCPM,9/7/2020
LRC349,Lebanese Red Cross,MSNA,Unknown,,kc0Df,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC350,Lebanese Red Cross,MSNA,Unknown,,5wFuZ,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC351,Lebanese Red Cross,MSNA,Unknown,,jp2Mu,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC352,Lebanese Red Cross,MSNA,Unknown,,V/tqn,Mdaouar foncière,9,33.89671751,35.53531252,Solidarite,9/4/2020
LRC353,Lebanese Red Cross,MSNA,Unknown,,erJEH,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/4/2020
LRC354,Lebanese Red Cross,MSNA,Unknown,,jtFa1,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC355,Lebanese Red Cross,MSNA,Unknown,,ba0T5,Mdaouar foncière,9,33.89671751,35.53531252,Leb-Relief,9/4/2020
LRC356,Lebanese Red Cross,MSNA,Unknown,,NQWw4,Mdaouar foncière,9,33.89671751,35.53531252,Leb-Relief,9/4/2020
LRC357,Lebanese Red Cross,MSNA,Unknown,,1pNgm,Mdaouar foncière,9,33.89671751,35.53531252,Leb-Relief,9/4/2020
LRC358,Lebanese Red Cross,MSNA,Unknown,,wxOp7,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC359,Lebanese Red Cross,MSNA,Unknown,,s0ndF,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC360,Lebanese Red Cross,MSNA,Unknown,,vFJMI,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC361,Lebanese Red Cross,MSNA,Unknown,,gSXcU,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/4/2020
LRC362,Lebanese Red Cross,MSNA,Unknown,,62WXW,Mdaouar foncière,9,33.89671751,35.53531252,Acted,9/4/2020
LRC363,Lebanese Red Cross,MSNA,Unknown,,FFlnI,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC364,Lebanese Red Cross,MSNA,Unknown,,Y0k86,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC365,Lebanese Red Cross,MSNA,Unknown,,26p6J,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC366,Lebanese Red Cross,MSNA,Unknown,,OzwOh,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC367,Lebanese Red Cross,MSNA,Unknown,,BvWIa,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC368,Lebanese Red Cross,MSNA,Unknown,,dqGYv,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC369,Lebanese Red Cross,MSNA,Unknown,,3gOsB,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC370,Lebanese Red Cross,MSNA,Unknown,,kftvm,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC371,Lebanese Red Cross,MSNA,Unknown,,mKpah,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC372,Lebanese Red Cross,MSNA,Unknown,,/AeZ/,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC373,Lebanese Red Cross,MSNA,Unknown,,9s6Ci,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC374,Lebanese Red Cross,MSNA,Unknown,,1LTmP,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC375,Lebanese Red Cross,MSNA,Unknown,,9YYUE,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC376,Lebanese Red Cross,MSNA,Unknown,,k38T4,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC377,Lebanese Red Cross,MSNA,Unknown,,c4uxG,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC378,Lebanese Red Cross,MSNA,Unknown,,LJJx4,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/3/2020
LRC379,Lebanese Red Cross,MSNA,Unknown,,6G4z9,Mdaouar foncière,9,33.89671751,35.53531252,Leb-Relief,9/3/2020
LRC380,Lebanese Red Cross,MSNA,Unknown,,lgFcV,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/3/2020
LRC381,Lebanese Red Cross,MSNA,Unknown,,aNiRR,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/3/2020
LRC382,Lebanese Red Cross,MSNA,Unknown,,E9MIE,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/3/2020
LRC383,Lebanese Red Cross,MSNA,Unknown,,9BRnI,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC384,Lebanese Red Cross,MSNA,Unknown,,wVpFo,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC385,Lebanese Red Cross,MSNA,Unknown,,/yek5,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC386,Lebanese Red Cross,MSNA,Unknown,,xeYrE,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/3/2020
LRC387,Lebanese Red Cross,MSNA,Unknown,,SexLA,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/3/2020
LRC388,Lebanese Red Cross,MSNA,Unknown,,ssUdu,Mdaouar foncière,9,33.89671751,35.53531252,partner_other,9/3/2020
LRC389,Lebanese Red Cross,MSNA,Unknown,,8w4R1,Mdaouar foncière,9,33.89671751,35.53531252,LRC,9/2/2020
LRC390,Lebanese Red Cross,MSNA,Unknown,,lYUXc,Mdaouar foncière,9,33.89671751,35.53531252,LRC,9/2/2020
LRC391,Lebanese Red Cross,MSNA,Unknown,,CASwm,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,9/1/2020
LRC392,Lebanese Red Cross,MSNA,Unknown,,g345f,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,8/31/2020
LRC393,Lebanese Red Cross,MSNA,Unknown,,+Xby5,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,8/31/2020
LRC394,Lebanese Red Cross,MSNA,Unknown,,wWKWe,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,8/31/2020
LRC395,Lebanese Red Cross,MSNA,Unknown,,3VHtU,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,8/31/2020
LRC396,Lebanese Red Cross,MSNA,Unknown,,DSS3d,Mdaouar foncière,9,33.89671751,35.53531252,Save the Children,8/31/2020
LRC397,Lebanese Red Cross,MSNA,Unknown,,9Lrpc,Mdaouar foncière,9,33.89671751,35.53531252,LRC,8/29/2020
LRC398,Lebanese Red Cross,MSNA,Unknown,,GnfWq,Mdaouar foncière,9,33.89671751,35.53531252,LRC,8/29/2020
LRC399,Lebanese Red Cross,MSNA,Unknown,,A9zxk,Mdaouar foncière,9,33.89671751,35.53531252,LRC,8/29/2020
