OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long,Plot Number,Unit Type,Supplier UID,Survey Date,Damage Level
NS256,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS257,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS258,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS259,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS260,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS261,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS262,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS263,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS264,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS265,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS266,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS267,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS268,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS269,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS270,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS271,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS272,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS273,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS274,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS275,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS276,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS277,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS278,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS279,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS280,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS281,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS282,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS283,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS284,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS285,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS286,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS287,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS288,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS289,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS290,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS291,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS292,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS293,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS294,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS295,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS296,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS297,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS298,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS299,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS300,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS301,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS302,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS303,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS304,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS305,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS306,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS307,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS308,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS309,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS310,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS311,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS312,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS313,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS314,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS315,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS316,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS317,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS318,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS319,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS320,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS321,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS322,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS323,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS324,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS325,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS326,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS327,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS328,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS329,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS330,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS331,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS332,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS333,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS334,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS335,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS336,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS337,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS338,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS339,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS340,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS341,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS342,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS343,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS344,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS345,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS346,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS347,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS348,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS349,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS350,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS351,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS352,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS353,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS354,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS355,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS356,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS357,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS358,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS359,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS360,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS361,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS362,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS363,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS364,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS365,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS366,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS367,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS368,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS369,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS370,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS371,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS372,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS373,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS374,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS375,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS376,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS377,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS378,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS379,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS380,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS381,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS382,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS383,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS384,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS385,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS386,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS387,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS388,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS389,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS390,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS391,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS392,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS393,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS394,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS395,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS396,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS397,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS398,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS399,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS400,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS401,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS402,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS403,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS404,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS405,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS406,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS407,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS408,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS409,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS410,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS411,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS412,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS413,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS414,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS415,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS416,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS417,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS418,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS419,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS420,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS421,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS422,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS423,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS424,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS425,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS426,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS427,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS428,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS429,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS430,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS431,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS432,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS433,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS434,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS435,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS436,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS437,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS438,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS439,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS440,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS441,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS442,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS443,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS444,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS445,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS446,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS447,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS448,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS449,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS450,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS451,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS452,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS453,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS454,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS455,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS456,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS457,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS458,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS459,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS460,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS461,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS462,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS463,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS464,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS465,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS466,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS467,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS468,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS469,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS470,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS471,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS472,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS473,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS474,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS475,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS476,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS477,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS478,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS479,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS480,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS481,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS482,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS483,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS484,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS485,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS486,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS487,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS488,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS489,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS490,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS491,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS492,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS493,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS494,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS495,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS496,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS497,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS498,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS499,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS500,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS501,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS502,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS503,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS504,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS505,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS506,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS507,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS508,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS509,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS510,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS511,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS512,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS513,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS514,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS515,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS516,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS517,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS518,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS519,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS520,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS521,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
NS522,Nusaned,"Basic Assistance, Shelter, WASH, Livelihood, Household",Unknown,,,,,,,,,,
