OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long
BC259,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8961006,35.5285966
BC260,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8943568,35.537816
BC261,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8947074,35.5381339
BC262,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8929961,35.5392208
BC263,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8948207,35.5215699
BC264,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896763,35.523235
BC265,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896766,35.5106623
BC266,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC267,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89581,35.5279136
BC268,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8971186,35.5281574
BC269,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8978073,35.5267737
BC270,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8978073,35.5267737
BC271,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8978146,35.5260123
BC272,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8978727,35.5267452
BC273,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8982568,35.5264619
BC274,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8982568,35.5264619
BC275,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8985187,35.5264508
BC276,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8968047,35.5262695
BC277,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8968047,35.5262695
BC278,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8968047,35.5262695
BC279,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8962194,35.5248677
BC280,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8962194,35.5248677
BC281,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8962194,35.5248677
BC282,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8959637,35.5280923
BC283,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.892479,35.509811
BC284,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894217,35.527057
BC285,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.88874435,35.52935791
BC286,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894217,35.527057
BC287,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893375,35.479836
BC288,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893645,35.538055
BC289,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.900483,35.527052
BC290,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89476013,35.53399277
BC291,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89476013,35.53399277
BC292,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8957634,35.52663422
BC293,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89403534,35.53716278
BC294,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895047,35.518321
BC295,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.882161,35.521108
BC296,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.887092,35.512456
BC297,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893248,35.523677
BC298,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894378,35.525173
BC299,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893327,35.528121
BC300,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.898117,35.52681
BC301,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.886424,35.504657
BC302,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897142,35.534461
BC303,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89522,35.53732
BC304,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897034,35.534615
BC305,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895978,35.523498
BC306,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896099,35.527193
BC307,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.892007,35.542811
BC308,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.900333,35.533053
BC309,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89522,35.53732
BC310,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.890669,35.499548
BC311,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896817,35.527847
BC312,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8953,35.51599
BC313,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.875437,35.487632
BC314,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896313,35.523829
BC315,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895434,35.537949
BC316,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.884219,35.499206
BC317,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89398,35.520171
BC318,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897347,35.526394
BC319,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893468,35.53298
BC320,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895378,35.533467
BC321,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896346,35.524225
BC322,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.88957,35.547349
BC323,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893212,35.513698
BC324,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893394,35.541331
BC325,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.900531,35.526656
BC326,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894464,35.525212
BC327,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895268,35.538101
BC328,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896096,35.527308
BC329,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894637,35.537608
BC330,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897844,35.533011
BC331,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.887649,35.530741
BC332,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.900413,35.526596
BC333,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8939254,35.5381234
BC334,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894936,35.523401
BC335,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.891126,35.527845
BC336,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895388,35.520718
BC337,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894306,35.543814
BC338,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89265,35.531784
BC339,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.863143,35.518311
BC340,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.890408,35.543297
BC341,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.877037,35.504757
BC342,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897804,35.527203
BC343,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896885,35.532238
BC344,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895977,35.528183
BC345,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897499,35.526966
BC346,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894516,35.512802
BC347,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893105,35.527103
BC348,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89531,35.527968
BC349,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897441,35.533901
BC350,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895386,35.527966
BC351,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8954162,35.5274245
BC352,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895181,35.522956
BC353,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896637,35.532021
BC354,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896369,35.525823
BC355,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896577,35.527785
BC356,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897223,35.526408
BC357,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897602,35.533009
BC358,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896954,35.534454
BC359,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897404,35.524682
BC360,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894932,35.534334
BC361,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896034,35.534433
BC362,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894539,35.533787
BC363,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897265,35.526488
BC364,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895941,35.534876
BC365,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897265,35.526488
BC366,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896393,35.534214
BC367,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895047,35.518321
BC368,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896523,35.513924
BC369,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894012,35.537457
BC370,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896348,35.526627
BC371,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.87355,35.506662
BC372,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895958,35.521557
BC373,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896348,35.526627
BC374,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895107,35.538293
BC375,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896637,35.527084
BC376,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897118,35.528328
BC377,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.892624,35.523823
BC378,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.891293,35.521935
BC379,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896027,35.524014
BC380,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896854,35.528957
BC381,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.901440.35,528034
BC382,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897549,35.527771
BC383,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.890591,35.505646
BC384,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894917,35.520573
BC385,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896888,35.52901
BC386,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896712,35.528847
BC387,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893772,35.538078
BC388,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.893436,35.540591
BC389,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895065,35.514252
BC390,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896791,35.52896
BC391,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895229,35.521126
BC392,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.900406,35.53043
BC393,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89629,35.530132
BC394,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895039,35.531918
BC395,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897352,35.527435
BC396,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.901493,35.526386
BC397,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.890784,35.50.4420
BC398,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896397,35.524212
BC399,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.890525,35.492358
BC400,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.900284,35.527607
BC401,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89669,35.528118
BC402,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.886456,35.519707
BC403,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895401,35528000
BC404,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896088,35.527298
BC405,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894175,35.536868
BC406,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89704,35.525096
BC407,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.896591,35.530285
BC408,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.89578,35.528673
BC409,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895542,35.527946
BC410,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.895279,35.527821
BC411,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.894908,35.525902
BC412,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.898127,35.525372
BC413,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.897095,35.534443
BC414,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.898127,35.525372
BC415,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8949568,35.5370476
BC416,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8842109,35.5219903
BC417,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8956252,35.5252502
BC418,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,33.8954619,35.5223333
BC419,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC420,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC421,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC422,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC423,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC424,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC425,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC426,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC427,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC428,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC429,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC430,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC431,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC432,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC433,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC434,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC435,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC436,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC437,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC438,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC439,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC440,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC441,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC442,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC443,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC444,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC445,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC446,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC447,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC448,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC449,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC450,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC451,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC452,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC453,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC454,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC455,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC456,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC457,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC458,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC459,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC460,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC461,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC462,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC463,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC464,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC465,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC466,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC467,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC468,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC469,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC470,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC471,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC472,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC473,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC474,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC475,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC476,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC477,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC478,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC479,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC480,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC481,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC482,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC483,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC484,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC485,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC486,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC487,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC488,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC489,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC490,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC491,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC492,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC493,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC494,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC495,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC496,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC497,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC498,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC499,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC500,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC501,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC502,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC503,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC504,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC505,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC506,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC507,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC508,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC509,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC510,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC511,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC512,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC513,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC514,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC515,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC516,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC517,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC518,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC519,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC520,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC521,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC522,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC523,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC524,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC525,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC526,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC527,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC528,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC529,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC530,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC531,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC532,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC533,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC534,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC535,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC536,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC537,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC538,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC539,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC540,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC541,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC542,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC543,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
BC544,Basecamp,"Basic Assistance, Shelter,, Livelihood, Household",Unknown,,,,,
