OML UID,Entity / Source,Survey Type,Status,Assignee,Survey Date,Zone,Neighborhood حي,Building Exterior Assessment التقييم الخارجي للمبنى,Lat,Long,Supplier UID
VC627,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Good جيد,33.892646,35.5227896,117644203
VC628,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8929533,35.5228694,117645035
VC629,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88833,35.52943,117649219
VC630,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8929533,35.5228694,117649935
VC631,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88833,35.52943,117652325
VC632,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88833,35.52943,117653048
VC633,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-19,17,Gemmayze الجميزة,Good جيد,33.894344,35.516156,117653526
VC634,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,58,Sioufi السيوفي,Good جيد,33.887089,35.520088,117655282
VC635,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888101,35.529671,117655781
VC636,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-20,58,Sioufi السيوفي,Good جيد,33.887089,35.520088,117656558
VC637,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888101,35.529671,117657069
VC638,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-21,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888101,35.529671,117659738
VC639,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Sioufi السيوفي,Good جيد,33.888089,35.516197,117760551
VC640,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Sioufi السيوفي,Good جيد,33.888291,35.515289,117765645
VC641,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Sioufi السيوفي,Good جيد,33.888881,35.515814,117769193
VC642,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Sioufi السيوفي,Good جيد,33.888892,35.516263,117770527
VC643,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8928753,35.5229834,117772473
VC644,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8928753,35.5229834,117772521
VC645,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8928753,35.5229834,117772662
VC646,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.892808,35.5229455,117773063
VC647,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,23,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.892808,35.5229455,117775010
VC648,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Sioufi السيوفي,Good جيد,33.888539,35.515192,117778193
VC649,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Sioufi السيوفي,Good جيد,33.888131,35.514302,117784051
VC650,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Other آخر,Good جيد,33.887625,35.511667,117795301
VC651,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Other آخر,Good جيد,33.886907,35.51148,117798476
VC652,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Other آخر,Good جيد,33.886924,35.510937,117801673
VC653,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-22,57,Other آخر,Good جيد,33.886924,35.510937,117802674
VC654,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889448,35.529003,118078199
VC655,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889448,35.529003,118080851
VC656,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889607,35.529142,118085665
VC657,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88973,35.530384,118093931
VC658,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88973,35.530384,118097629
VC659,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888789,35.529538,118100284
VC660,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.888789,35.529538,118105380
VC661,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889515,35.529108,118106749
VC662,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889515,35.529108,118109461
VC663,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,16,Rmeil الرميل,Needs Repair يحتاج إصلاح,33.8944,35.5127,118109517
VC664,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889515,35.529108,118111731
VC665,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889634,35.529371,118117268
VC666,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889496,35.52921,118120611
VC667,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889496,35.52921,118123286
VC668,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889751,35.529461,118136483
VC669,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889589,35.529301,118136840
VC670,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889589,35.529301,118137295
VC671,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.889589,35.529301,118137672
VC672,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-24,61,Karm el Zeitoun كرم الزيتون,Good جيد,33.88956,35.529235,118145042
VC673,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC674,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC675,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC676,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC677,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC678,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC679,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC680,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC681,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC682,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC683,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC684,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC685,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC686,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC687,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC688,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC689,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC690,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC691,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC692,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC693,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC694,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC695,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC696,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC697,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC698,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC699,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC700,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC701,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC702,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC703,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC704,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC705,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
VC706,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,,,,,,,
